"subid","trial","knowledge","true_state","utterance","goal","goal_prob"
"24",19,"unknown","terrible","amazing","mean",0.4
"24",20,"unknown","terrible","good","mean",0.3
"24",21,"unknown","terrible","bad","mean",0.45
"24",22,"unknown","terrible","terrible","mean",0.7
"24",23,"unknown","bad","terrible","mean",0.875
"24",24,"unknown","okay","bad","mean",0.8
"24",25,"unknown","amazing","terrible","mean",0.875
"25",1,"unknown","terrible","good","mean",0.05
"25",2,"unknown","amazing","bad","mean",0.75
"25",3,"unknown","terrible","terrible","mean",0.5
"25",4,"unknown","bad","amazing","mean",0.175
"25",5,"unknown","okay","okay","mean",0.15
"25",6,"unknown","bad","good","mean",0.1
"25",7,"unknown","bad","bad","mean",0.5
"25",8,"unknown","okay","bad","mean",0.7
"25",9,"unknown","amazing","terrible","mean",0.95
"25",10,"unknown","bad","terrible","mean",0.5
"25",11,"unknown","good","good","mean",0.225
"25",12,"unknown","okay","terrible","mean",0.85
"25",13,"unknown","good","bad","mean",0.75
"25",14,"unknown","terrible","okay","mean",0.125
"25",15,"unknown","good","terrible","mean",0.825
"25",16,"unknown","amazing","okay","mean",0.725
"25",17,"unknown","terrible","bad","mean",0.5
"25",18,"unknown","terrible","amazing","mean",0.1
"25",19,"unknown","amazing","good","mean",0.25
"25",20,"unknown","good","amazing","mean",0.05
"25",21,"unknown","okay","amazing","mean",0.125
"25",22,"unknown","bad","okay","mean",0.175
"25",23,"unknown","okay","good","mean",0.075
"25",24,"unknown","good","okay","mean",0.775
"25",25,"unknown","amazing","amazing","mean",0.025
"26",1,"known","okay","bad","honest",0.75
"26",2,"known","good","terrible","honest",0.1
"26",3,"known","amazing","good","honest",0.975
"26",4,"known","good","good","honest",0.85
"26",5,"known","bad","amazing","honest",0.025
"26",6,"known","bad","good","honest",0.25
"26",7,"known","terrible","amazing","honest",0.025
"26",8,"known","amazing","terrible","honest",0.05
"26",9,"known","good","okay","honest",0.825
"26",10,"known","terrible","good","honest",0.15
"26",11,"known","amazing","okay","honest",0.675
"26",12,"known","amazing","amazing","honest",0.95
"26",13,"known","good","amazing","honest",0.725
"26",14,"known","bad","terrible","honest",0.775
"26",15,"known","okay","terrible","honest",0.5
"26",16,"known","good","bad","honest",0.35
"26",17,"known","terrible","bad","honest",0.725
"26",18,"known","okay","amazing","honest",0.7
"26",19,"known","bad","bad","honest",1
"26",20,"known","amazing","bad","honest",0.225
"26",21,"known","terrible","terrible","honest",0.775
"26",22,"known","bad","okay","honest",0.625
"26",23,"known","okay","good","honest",0.5
"26",24,"known","terrible","okay","honest",0.5
"26",25,"known","okay","okay","honest",0.5
"27",1,"known","terrible","terrible","honest",0.6
"27",2,"known","good","terrible","honest",0.7
"27",3,"known","bad","good","honest",0.525
"27",4,"known","good","amazing","honest",0.7
"27",5,"known","amazing","bad","honest",0.85
"27",6,"known","bad","okay","honest",0.65
"27",7,"known","bad","bad","honest",0.875
"27",8,"known","okay","good","honest",0.8
"27",9,"known","okay","bad","honest",0.625
"27",10,"known","good","bad","honest",0.6
"27",11,"known","bad","amazing","honest",0.675
"27",12,"known","okay","terrible","honest",0.65
"27",13,"known","terrible","okay","honest",0.85
"27",14,"known","okay","amazing","honest",0.625
"27",15,"known","amazing","terrible","honest",0.575
"27",16,"known","okay","okay","honest",0.5
"27",17,"known","good","okay","honest",0.8
"27",18,"known","amazing","amazing","honest",0.65
"27",19,"known","amazing","good","honest",0.425
"27",20,"known","amazing","okay","honest",0.6
"27",21,"known","terrible","bad","honest",0.725
"27",22,"known","terrible","amazing","honest",0.65
"27",23,"known","good","good","honest",0.5
"27",24,"known","bad","terrible","honest",0.6
"27",25,"known","terrible","good","honest",0.5
"28",1,"unknown","okay","good","honest",0.225
"28",2,"unknown","terrible","okay","honest",0.15
"28",3,"unknown","amazing","good","honest",0.575
"28",4,"unknown","terrible","amazing","honest",0
"28",5,"unknown","bad","bad","honest",1
"28",6,"unknown","amazing","okay","honest",0.375
"28",7,"unknown","bad","good","honest",0.175
"28",8,"unknown","amazing","terrible","honest",0.1
"28",9,"unknown","good","terrible","honest",0.175
"28",10,"unknown","okay","terrible","honest",0.575
"28",11,"unknown","terrible","good","honest",0.375
"28",12,"unknown","good","okay","honest",0.725
"28",13,"unknown","amazing","amazing","honest",1
"28",14,"unknown","bad","okay","honest",0.325
"28",15,"unknown","bad","amazing","honest",0
"28",16,"unknown","okay","amazing","honest",0.675
"28",17,"unknown","amazing","bad","honest",0
"28",18,"unknown","good","bad","honest",0.125
"28",19,"unknown","okay","bad","honest",0.6
"28",20,"unknown","terrible","bad","honest",1
"28",21,"unknown","bad","terrible","honest",0.975
"28",22,"unknown","good","amazing","honest",0.625
"28",23,"unknown","good","good","honest",1
"28",24,"unknown","terrible","terrible","honest",1
"28",25,"unknown","okay","okay","honest",1
"29",1,"unknown","good","amazing","mean",0.5
"29",2,"unknown","good","terrible","mean",0.5
"29",3,"unknown","bad","bad","mean",0.675
"29",4,"unknown","okay","okay","mean",0.5
"29",5,"unknown","bad","terrible","mean",0.5
"29",6,"unknown","terrible","amazing","mean",0.7
"29",7,"unknown","amazing","bad","mean",0.725
"29",8,"unknown","okay","terrible","mean",0.75
"29",9,"unknown","terrible","good","mean",0.675
"29",10,"unknown","amazing","good","mean",0.725
"29",11,"unknown","terrible","terrible","mean",0.15
"29",12,"unknown","bad","amazing","mean",0.15
"29",13,"unknown","amazing","amazing","mean",0.5
"29",14,"unknown","good","good","mean",0.35
"29",15,"unknown","bad","okay","mean",0.5
"29",16,"unknown","amazing","okay","mean",0.725
"29",17,"unknown","bad","good","mean",0.725
"29",18,"unknown","okay","bad","mean",0.5
"29",19,"unknown","amazing","terrible","mean",0.5
"29",20,"unknown","okay","amazing","mean",0.7
"29",21,"unknown","good","okay","mean",0.825
"29",22,"unknown","okay","good","mean",0.725
"29",23,"unknown","good","bad","mean",0.7
"29",24,"unknown","terrible","okay","mean",0.8
"29",25,"unknown","terrible","bad","mean",0.25
"30",1,"known","good","terrible","mean",1
"30",2,"known","bad","bad","mean",0.25
"30",3,"known","terrible","okay","mean",0.1
"30",4,"known","good","good","mean",0.175
"30",5,"known","okay","amazing","mean",0.175
"30",6,"known","bad","terrible","mean",0.35
"30",7,"known","good","amazing","mean",0.125
"30",8,"known","okay","good","mean",0.075
"30",9,"known","terrible","amazing","mean",0.15
"30",10,"known","amazing","amazing","mean",0.075
"30",11,"known","good","okay","mean",0.325
"30",12,"known","good","bad","mean",0.9
"30",13,"known","amazing","okay","mean",0.675
"30",14,"known","okay","okay","mean",0.2
"30",15,"known","bad","okay","mean",0.175
"30",16,"known","amazing","terrible","mean",0.9
"30",17,"known","bad","good","mean",0.125
"30",18,"known","okay","terrible","mean",0.8
"30",19,"known","bad","amazing","mean",0.125
"30",20,"known","terrible","terrible","mean",0.45
"30",21,"known","amazing","bad","mean",0.85
"30",22,"known","terrible","bad","mean",0.475
"30",23,"known","terrible","good","mean",0.125
"30",24,"known","amazing","good","mean",0.3
"30",25,"known","okay","bad","mean",0.675
"31",1,"known","okay","okay","honest",0.775
"31",2,"known","amazing","terrible","honest",0.75
"31",3,"known","bad","bad","honest",0.75
"31",4,"known","okay","amazing","honest",0.85
"31",5,"known","terrible","amazing","honest",0.825
"31",6,"known","amazing","bad","honest",0.9
"31",7,"known","bad","amazing","honest",0.925
"31",8,"known","okay","good","honest",0.85
"31",9,"known","terrible","good","honest",0.825
"31",10,"known","terrible","okay","honest",0.7
"31",11,"known","good","good","honest",0.825
"31",12,"known","good","terrible","honest",0.85
"31",13,"known","good","amazing","honest",0.9
"31",14,"known","bad","good","honest",0.85
"31",15,"known","bad","terrible","honest",0.875
"31",16,"known","terrible","terrible","honest",0.825
"31",17,"known","amazing","okay","honest",0.6
"31",18,"known","terrible","bad","honest",0.85
"31",19,"known","okay","bad","honest",0.875
"31",20,"known","amazing","amazing","honest",0.975
"31",21,"known","amazing","good","honest",0.75
"31",22,"known","okay","terrible","honest",0.85
"31",23,"known","good","bad","honest",0.85
"31",24,"known","good","okay","honest",0.75
"31",25,"known","bad","okay","honest",0.725
"32",1,"known","terrible","amazing","nice",0.95
"32",2,"known","terrible","terrible","nice",0.5
"32",3,"known","amazing","terrible","nice",0.1
"32",4,"known","okay","bad","nice",0.275
"32",5,"known","bad","good","nice",0.925
"32",6,"known","good","good","nice",0.95
"32",7,"known","okay","amazing","nice",0.95
"32",8,"known","bad","terrible","nice",0.5
"32",9,"known","terrible","okay","nice",0.75
"32",10,"known","amazing","bad","nice",0.025
"32",11,"known","good","bad","nice",0.05
"32",12,"known","terrible","bad","nice",0.5
"32",13,"known","okay","okay","nice",0.5
"32",14,"known","amazing","amazing","nice",0.5
"32",15,"known","good","amazing","nice",0.5
"32",16,"known","bad","okay","nice",0.925
"32",17,"known","bad","bad","nice",0.375
"32",18,"known","bad","amazing","nice",0.85
"32",19,"known","amazing","good","nice",0.65
"32",20,"known","okay","terrible","nice",0.125
"32",21,"known","good","terrible","nice",0.05
"32",22,"known","okay","good","nice",0.85
"32",23,"known","terrible","good","nice",0.95
"32",24,"known","good","okay","nice",0.15
"32",25,"known","amazing","okay","nice",0.125
"33",1,"known","good","okay","nice",0.25
"33",2,"known","okay","amazing","nice",1
"33",3,"known","terrible","good","nice",1
"33",4,"known","amazing","amazing","nice",1
"33",5,"known","terrible","amazing","nice",1
"33",6,"known","good","bad","nice",0
"33",7,"known","bad","amazing","nice",1
"33",8,"known","bad","terrible","nice",0.5
"33",9,"known","good","terrible","nice",0.1
"33",10,"known","okay","okay","nice",0.5
"33",11,"known","good","good","nice",0.525
"33",12,"known","terrible","terrible","nice",0.5
"33",13,"known","terrible","okay","nice",0.775
"33",14,"known","bad","bad","nice",0.5
"33",15,"known","amazing","terrible","nice",0
"33",16,"known","bad","good","nice",0.8
"33",17,"known","amazing","good","nice",0.5
"33",18,"known","amazing","bad","nice",0
"33",19,"known","okay","bad","nice",0.125
"33",20,"known","amazing","okay","nice",0.3
"33",21,"known","terrible","bad","nice",0.5
"33",22,"known","bad","okay","nice",0.825
"33",23,"known","okay","terrible","nice",0.25
"33",24,"known","okay","good","nice",0.775
"33",25,"known","good","amazing","nice",0.825
"34",1,"unknown","bad","terrible","honest",1
"34",2,"unknown","amazing","amazing","honest",0.725
"34",3,"unknown","terrible","bad","honest",1
"34",4,"unknown","terrible","terrible","honest",1
"34",5,"unknown","okay","bad","honest",0.325
"34",6,"unknown","bad","amazing","honest",0.25
"34",7,"unknown","amazing","good","honest",0.675
"34",8,"unknown","terrible","okay","honest",0.175
"34",9,"unknown","okay","terrible","honest",0.225
"34",10,"unknown","good","good","honest",0.95
"34",11,"unknown","okay","okay","honest",0.975
"34",12,"unknown","terrible","good","honest",0.125
"34",13,"unknown","good","bad","honest",0.125
"34",14,"unknown","good","amazing","honest",0.9
"34",15,"unknown","amazing","bad","honest",0.125
"34",16,"unknown","good","okay","honest",0.7
"34",17,"unknown","good","terrible","honest",0.1
"34",18,"unknown","terrible","amazing","honest",0.1
"34",19,"unknown","bad","okay","honest",0.25
"34",20,"unknown","okay","amazing","honest",0.725
"34",21,"unknown","amazing","terrible","honest",0.125
"34",22,"unknown","amazing","okay","honest",0.725
"34",23,"unknown","bad","bad","honest",0.925
"34",24,"unknown","okay","good","honest",0.8
"34",25,"unknown","bad","good","honest",0.2
"35",1,"known","terrible","amazing","nice",0.25
"35",2,"known","terrible","okay","nice",0.775
"35",3,"known","okay","good","nice",0.4
"35",4,"known","amazing","bad","nice",0.275
"35",5,"known","good","amazing","nice",0.95
"35",6,"known","bad","good","nice",0.825
"35",7,"known","good","good","nice",0.3
"35",8,"known","okay","okay","nice",0.25
"35",9,"known","terrible","bad","nice",0.375
"35",10,"known","good","okay","nice",0.325
"35",11,"known","bad","terrible","nice",0.95
"35",12,"known","good","bad","nice",0.925
"35",13,"known","okay","bad","nice",0.25
"35",14,"known","amazing","good","nice",0.35
"35",15,"known","bad","okay","nice",0.275
"35",16,"known","terrible","good","nice",0.725
"35",17,"known","okay","amazing","nice",0.75
"35",18,"known","okay","terrible","nice",0.425
"35",19,"known","terrible","terrible","nice",0.65
"35",20,"known","bad","amazing","nice",0.35
"35",21,"known","amazing","okay","nice",0.3
"35",22,"known","amazing","amazing","nice",0.325
"35",23,"known","bad","bad","nice",0.275
"35",24,"known","good","terrible","nice",0.175
"35",25,"known","amazing","terrible","nice",0.35
"36",1,"known","okay","okay","nice",0.25
"36",2,"known","good","bad","nice",0
"36",3,"known","amazing","amazing","nice",0.875
"36",4,"known","good","terrible","nice",0.1
"36",5,"known","okay","terrible","nice",0.1
"36",6,"known","bad","good","nice",1
"36",7,"known","okay","good","nice",0.875
"36",8,"known","terrible","amazing","nice",0.95
"36",9,"known","good","amazing","nice",0.85
"36",10,"known","good","good","nice",0.55
"36",11,"known","okay","bad","nice",0.125
"36",12,"known","bad","amazing","nice",1
"36",13,"known","bad","bad","nice",0.3
"36",14,"known","amazing","okay","nice",0.175
"36",15,"known","good","okay","nice",0.225
"36",16,"known","okay","amazing","nice",0.975
"36",17,"known","bad","okay","nice",0.875
"36",18,"known","terrible","terrible","nice",0.25
"36",19,"known","terrible","good","nice",0.925
"36",20,"known","terrible","bad","nice",0.25
"36",21,"known","amazing","good","nice",0.65
"36",22,"known","amazing","terrible","nice",0.15
"36",23,"known","bad","terrible","nice",0.2
"36",24,"known","terrible","okay","nice",0.9
"36",25,"known","amazing","bad","nice",0.15
"37",1,"known","terrible","okay","nice",0.825
"37",2,"known","bad","okay","nice",0.8
"37",3,"known","amazing","okay","nice",0.4
"37",4,"known","okay","okay","nice",0.675
"37",5,"known","terrible","bad","nice",0.5
"37",6,"known","good","good","nice",0.55
"37",7,"known","okay","terrible","nice",0.175
"37",8,"known","bad","good","nice",0.925
"37",9,"known","okay","bad","nice",0.15
"37",10,"known","terrible","good","nice",0.8
"37",11,"known","terrible","amazing","nice",0.925
"37",12,"known","amazing","good","nice",0.575
"37",13,"known","okay","good","nice",0.675
"37",14,"known","bad","amazing","nice",0.9
"37",15,"known","bad","bad","nice",0.5
"37",16,"known","amazing","terrible","nice",0.125
"37",17,"known","good","amazing","nice",0.875
"37",18,"known","good","bad","nice",0.2
"37",19,"known","okay","amazing","nice",0.85
"37",20,"known","good","terrible","nice",0.15
"37",21,"known","terrible","terrible","nice",0.5
"37",22,"known","bad","terrible","nice",0.4
"37",23,"known","amazing","bad","nice",0.175
"37",24,"known","good","okay","nice",0.45
"37",25,"known","amazing","amazing","nice",0.625
"38",1,"known","bad","okay","honest",0.775
"38",2,"known","amazing","okay","honest",0.7
"38",3,"known","good","amazing","honest",0.8
"38",4,"known","good","okay","honest",0.75
"38",5,"known","terrible","good","honest",0.275
"38",6,"known","bad","bad","honest",0.675
"38",7,"known","okay","okay","honest",0.25
"38",8,"known","okay","terrible","honest",0.325
"38",9,"known","amazing","amazing","honest",0.8
"38",10,"known","amazing","bad","honest",0.7
"38",11,"known","okay","bad","honest",0.8
"38",12,"known","good","bad","honest",0.85
"38",13,"known","terrible","okay","honest",0.675
"38",14,"known","terrible","bad","honest",0.875
"38",15,"known","amazing","terrible","honest",0.775
"38",16,"known","good","terrible","honest",0.175
"38",17,"known","okay","amazing","honest",0.725
"38",18,"known","okay","good","honest",0.8
"38",19,"known","bad","terrible","honest",0.8
"38",20,"known","amazing","good","honest",0.85
"38",21,"known","terrible","amazing","honest",0.775
"38",22,"known","bad","amazing","honest",0.875
"38",23,"known","good","good","honest",0.925
"38",24,"known","terrible","terrible","honest",0.8
"38",25,"known","bad","good","honest",0.8
"39",1,"unknown","okay","terrible","honest",0.7
"39",2,"unknown","terrible","terrible","honest",0.875
"39",3,"unknown","bad","okay","honest",0.35
"39",4,"unknown","okay","okay","honest",0.675
"39",5,"unknown","bad","terrible","honest",0.675
"39",6,"unknown","good","bad","honest",0.5
"39",7,"unknown","amazing","terrible","honest",0.35
"39",8,"unknown","amazing","bad","honest",0.375
"39",9,"unknown","okay","bad","honest",0.5
"39",10,"unknown","bad","amazing","honest",0.325
"39",11,"unknown","good","terrible","honest",0.4
"39",12,"unknown","amazing","okay","honest",0.325
"39",13,"unknown","good","amazing","honest",0.5
"39",14,"unknown","okay","good","honest",0.5
"39",15,"unknown","bad","bad","honest",0.75
"39",16,"unknown","amazing","amazing","honest",0.725
"39",17,"unknown","good","good","honest",0.6
"39",18,"unknown","bad","good","honest",0.35
"39",19,"unknown","terrible","good","honest",0.375
"39",20,"unknown","terrible","bad","honest",0.7
"39",21,"unknown","okay","amazing","honest",0.5
"39",22,"unknown","amazing","good","honest",0.75
"39",23,"unknown","good","okay","honest",0.6
"39",24,"unknown","terrible","amazing","honest",0.25
"39",25,"unknown","terrible","okay","honest",0.5
"40",1,"unknown","terrible","okay","honest",0.15
"40",2,"unknown","good","bad","honest",0.175
"40",3,"unknown","terrible","good","honest",0.2
"40",4,"unknown","amazing","bad","honest",0.15
"40",5,"unknown","okay","good","honest",0.375
"40",6,"unknown","good","amazing","honest",0.825
"40",7,"unknown","bad","terrible","honest",0.9
"40",8,"unknown","good","good","honest",0.95
"40",9,"unknown","okay","amazing","honest",0.65
"40",10,"unknown","bad","good","honest",0.2
"40",11,"unknown","bad","bad","honest",0.9
"40",12,"unknown","good","okay","honest",0.575
"40",13,"unknown","bad","amazing","honest",0.15
"40",14,"unknown","amazing","terrible","honest",0.075
"40",15,"unknown","okay","bad","honest",0.35
"40",16,"unknown","terrible","amazing","honest",0.25
"40",17,"unknown","terrible","terrible","honest",1
"40",18,"unknown","good","terrible","honest",0.075
"40",19,"unknown","bad","okay","honest",0.275
"40",20,"unknown","amazing","amazing","honest",1
"40",21,"unknown","okay","okay","honest",0.925
"40",22,"unknown","okay","terrible","honest",0.375
"40",23,"unknown","amazing","good","honest",0.7
"40",24,"unknown","amazing","okay","honest",0.4
"40",25,"unknown","terrible","bad","honest",0.725
"41",1,"known","okay","amazing","mean",0
"41",2,"known","okay","terrible","mean",0.725
"41",3,"known","amazing","good","mean",0
"41",4,"known","terrible","okay","mean",0.075
"41",5,"known","bad","okay","mean",0.175
"41",6,"known","good","bad","mean",0.65
"41",7,"known","okay","bad","mean",0.7
"41",8,"known","terrible","amazing","mean",0
"41",9,"known","bad","bad","mean",0.525
"41",10,"known","good","okay","mean",0.25
"41",11,"known","okay","good","mean",0.2
"41",12,"known","amazing","okay","mean",0.45
"41",13,"known","terrible","terrible","mean",0.65
"41",14,"known","amazing","terrible","mean",0.7
"41",15,"known","bad","good","mean",0.25
"41",16,"known","okay","okay","mean",0.175
"41",17,"known","bad","terrible","mean",0.7
"41",18,"known","good","good","mean",0.45
"41",19,"known","terrible","bad","mean",0.675
"41",20,"known","bad","amazing","mean",0.1
"41",21,"known","amazing","bad","mean",0.65
"41",22,"known","terrible","good","mean",0.075
"41",23,"known","amazing","amazing","mean",0.225
"41",24,"known","good","terrible","mean",0.8
"41",25,"known","good","amazing","mean",0.15
"42",1,"known","amazing","okay","mean",0.675
"42",2,"known","amazing","terrible","mean",0.625
"42",3,"known","okay","amazing","mean",0.45
"42",4,"known","bad","terrible","mean",0.675
"42",5,"known","good","bad","mean",0.4
"42",6,"known","good","amazing","mean",0.65
"42",7,"known","terrible","good","mean",0.6
"42",8,"known","bad","okay","mean",0.625
"42",9,"known","good","terrible","mean",0.625
"42",10,"known","amazing","good","mean",0.65
"42",11,"known","bad","amazing","mean",0.65
"42",12,"known","good","good","mean",0.65
"42",13,"known","bad","good","mean",0.375
"42",14,"known","terrible","terrible","mean",0.425
"42",15,"known","amazing","bad","mean",0.625
"42",16,"known","okay","good","mean",0.65
"42",17,"known","okay","okay","mean",0.65
"42",18,"known","terrible","okay","mean",0.675
"42",19,"known","good","okay","mean",0.5
"42",20,"known","amazing","amazing","mean",0.575
"42",21,"known","terrible","amazing","mean",0.45
"42",22,"known","bad","bad","mean",0.575
"42",23,"known","terrible","bad","mean",0.625
"42",24,"known","okay","terrible","mean",0.6
"42",25,"known","okay","bad","mean",0.575
"43",1,"known","amazing","amazing","nice",0.8
"43",2,"known","good","amazing","nice",0.9
"43",3,"known","bad","okay","nice",0.85
"43",4,"known","good","bad","nice",0.1
"43",5,"known","good","good","nice",0.9
"43",6,"known","bad","terrible","nice",0.05
"43",7,"known","okay","good","nice",1
"43",8,"known","okay","terrible","nice",0.05
"43",9,"known","terrible","amazing","nice",0.95
"43",10,"known","terrible","terrible","nice",0.025
"43",11,"known","amazing","good","nice",0.95
"43",12,"known","bad","amazing","nice",1
"43",13,"known","terrible","bad","nice",0
"43",14,"known","okay","bad","nice",0
"43",15,"known","terrible","good","nice",1
"43",16,"known","amazing","okay","nice",0.525
"43",17,"known","okay","amazing","nice",0.95
"43",18,"known","amazing","terrible","nice",0
"43",19,"known","amazing","bad","nice",0
"43",20,"known","good","okay","nice",0.65
"43",21,"known","good","terrible","nice",0
"43",22,"known","bad","good","nice",1
"43",23,"known","terrible","okay","nice",1
"43",24,"known","bad","bad","nice",0.25
"43",25,"known","okay","okay","nice",0.825
"43",1,"known","terrible","okay","nice",0.9
"43",2,"known","good","good","nice",0.75
"43",3,"known","bad","bad","nice",0.225
"43",4,"known","good","terrible","nice",0.175
"43",5,"known","good","okay","nice",0.325
"43",6,"known","okay","good","nice",0.825
"43",7,"known","terrible","terrible","nice",0.25
"43",8,"known","good","bad","nice",0.15
"43",9,"known","good","amazing","nice",0.925
"43",10,"known","amazing","bad","nice",0.275
"43",11,"known","terrible","good","nice",0.775
"43",12,"known","amazing","terrible","nice",0.2
"43",13,"known","bad","good","nice",0.85
"43",14,"known","amazing","good","nice",0.35
"43",15,"known","okay","okay","nice",0.475
"43",16,"known","terrible","bad","nice",0.15
"43",17,"known","okay","amazing","nice",0.85
"43",18,"known","terrible","amazing","nice",0.9
"43",19,"known","okay","bad","nice",0.15
"43",20,"known","amazing","okay","nice",0.35
"43",21,"known","bad","terrible","nice",0.225
"43",22,"known","okay","terrible","nice",0.275
"43",23,"known","amazing","amazing","nice",0.85
"43",24,"known","bad","amazing","nice",1
"43",25,"known","bad","okay","nice",0.675
"44",1,"unknown","terrible","amazing","nice",1
"44",2,"unknown","bad","okay","nice",0.775
"44",3,"unknown","good","okay","nice",0.375
"44",4,"unknown","terrible","terrible","nice",0.3
"44",5,"unknown","amazing","amazing","nice",0.725
"44",6,"unknown","good","bad","nice",0.15
"44",7,"unknown","amazing","bad","nice",0.1
"44",8,"unknown","terrible","good","nice",0.975
"44",9,"unknown","okay","bad","nice",0.3
"44",10,"unknown","okay","good","nice",0.9
"44",11,"unknown","okay","okay","nice",0.5
"44",12,"unknown","good","terrible","nice",0.025
"44",13,"unknown","okay","terrible","nice",0.2
"44",14,"unknown","okay","amazing","nice",1
"44",15,"unknown","good","amazing","nice",1
"44",16,"unknown","amazing","terrible","nice",0
"44",17,"unknown","terrible","bad","nice",0.425
"44",18,"unknown","bad","terrible","nice",0.3
"44",19,"unknown","amazing","okay","nice",0.4
"44",20,"unknown","good","good","nice",0.7
"44",21,"unknown","bad","bad","nice",0.5
"44",22,"unknown","bad","amazing","nice",1
"44",23,"unknown","amazing","good","nice",0.725
"44",24,"unknown","bad","good","nice",1
"44",25,"unknown","terrible","okay","nice",0.775
"45",1,"unknown","terrible","okay","nice",0.975
"45",2,"unknown","bad","good","nice",0.95
"45",3,"unknown","amazing","good","nice",0.675
"45",4,"unknown","bad","amazing","nice",1
"45",5,"unknown","good","bad","nice",0.225
"45",6,"unknown","okay","good","nice",0.95
"45",7,"unknown","okay","amazing","nice",1
"45",8,"unknown","terrible","amazing","nice",0.975
"45",9,"unknown","bad","okay","nice",0.975
"45",10,"unknown","terrible","good","nice",0.975
"45",11,"unknown","bad","terrible","nice",0.325
"45",12,"unknown","good","okay","nice",0.7
"45",13,"unknown","good","terrible","nice",0
"45",14,"unknown","amazing","bad","nice",0
"45",15,"unknown","bad","bad","nice",0.4
"45",16,"unknown","good","amazing","nice",0.95
"45",17,"unknown","okay","terrible","nice",0
"45",18,"unknown","okay","okay","nice",0.8
"45",19,"unknown","amazing","okay","nice",0.15
"45",20,"unknown","amazing","amazing","nice",0.975
"45",21,"unknown","good","good","nice",1
"45",22,"unknown","amazing","terrible","nice",0
"45",23,"unknown","okay","bad","nice",0
"45",24,"unknown","terrible","terrible","nice",0.125
"45",25,"unknown","terrible","bad","nice",0
"46",1,"known","amazing","good","nice",0.975
"46",2,"known","good","terrible","nice",0
"46",3,"known","bad","terrible","nice",0.05
"46",4,"known","good","amazing","nice",1
"46",5,"known","good","bad","nice",0
"46",6,"known","okay","good","nice",0.975
"46",7,"known","amazing","bad","nice",0
"46",8,"known","terrible","amazing","nice",1
"46",9,"known","good","good","nice",0.975
"46",10,"known","bad","good","nice",1
"46",11,"known","good","okay","nice",0
"46",12,"known","terrible","bad","nice",0
"46",13,"known","okay","amazing","nice",1
"46",14,"known","terrible","terrible","nice",0
"46",15,"known","amazing","terrible","nice",0
"46",16,"known","okay","okay","nice",0.025
"46",17,"known","bad","bad","nice",0.025
"46",18,"known","amazing","amazing","nice",1
"46",19,"known","amazing","okay","nice",0
"46",20,"known","terrible","good","nice",1
"46",21,"known","bad","okay","nice",0.5
"46",22,"known","okay","terrible","nice",0
"46",23,"known","bad","amazing","nice",1
"46",24,"known","okay","bad","nice",0.025
"46",25,"known","terrible","okay","nice",0.7
"47",1,"unknown","terrible","bad","mean",0.75
"47",2,"unknown","amazing","okay","mean",0.675
"47",3,"unknown","okay","amazing","mean",0
"47",4,"unknown","amazing","good","mean",0.275
"47",5,"unknown","good","terrible","mean",0.75
"47",6,"unknown","amazing","amazing","mean",0.025
"47",7,"unknown","okay","terrible","mean",0.775
"47",8,"unknown","terrible","terrible","mean",0.5
"47",9,"unknown","okay","good","mean",0.05
"47",10,"unknown","terrible","okay","mean",0.225
"47",11,"unknown","bad","amazing","mean",0
"47",12,"unknown","okay","okay","mean",0.2
"47",13,"unknown","good","good","mean",0.25
"47",14,"unknown","good","okay","mean",0.375
"47",15,"unknown","bad","okay","mean",0.25
"47",16,"unknown","amazing","bad","mean",0.875
"47",17,"unknown","okay","bad","mean",0.7
"47",18,"unknown","amazing","terrible","mean",0.8
"47",19,"unknown","bad","terrible","mean",0.425
"47",20,"unknown","good","amazing","mean",0
"47",21,"unknown","terrible","good","mean",0
"47",22,"unknown","good","bad","mean",0.8
"47",23,"unknown","bad","bad","mean",0.4
"47",24,"unknown","terrible","amazing","mean",0
"47",25,"unknown","bad","good","mean",0.1
